pmid;title/abstract;sentence_id;sentence;plant;disease;relation;trigger;e1start;e1end;e2start;e2end
20406522;a;8;In females, both MD - RU and MD-ND relationships are partially attributable to genetic and unique environmental correlations. ;RU;MD;Negative;o;22;24;17;19
20406522;a;8;In females, both MD- RU and MD -ND relationships are partially attributable to genetic and unique environmental correlations. ;RU;MD;Negative;o;21;23;17;19
20406522;a;8;In females, both MD- RU and MD- ND relationships are partially attributable to genetic and unique environmental correlations. ;RU;ND;Negative;o;21;23;32;34
20406522;a;9;CONCLUSIONS: The relationship among MD , RU and ND is at least partially attributable to shared genetic and environmental risk factors. ;RU;MD;Negative;o;41;43;36;38
20406522;a;9;CONCLUSIONS: The relationship among MD, RU and ND is at least partially attributable to shared genetic and environmental risk factors. ;RU;ND;Negative;o;40;42;47;49
20406522;a;12;Differences between previous reports and results presented in the current study are suggestive of population differences in how MD and tobacco use inter-relate. ;tobacco;MD;Association;o;135;142;128;130
20410593;a;3;In this study, we assessed the anti-arthritic effects of red ginseng saponin extract (RGSE), including ginsenosides Rg3, Rk1 and Rg5 as major components, on a murine type II collagen (CII)-induced arthritis (CIA), which is a valid animal model of human arthritis . ;ginseng;arthritis;Negative;o;61;68;197;206
20410593;a;3;In this study, we assessed the anti-arthritic effects of red ginseng saponin extract (RGSE), including ginsenosides Rg3, Rk1 and Rg5 as major components, on a murine type II collagen (CII)-induced arthritis (CIA), which is a valid animal model of human arthritis. ;ginseng;arthritis;Negative;o;61;68;197;206
20410593;a;3;In this study, we assessed the anti-arthritic effects of red ginseng saponin extract (RGSE), including ginsenosides Rg3, Rk1 and Rg5 as major components, on a murine type II collagen (CII)-induced arthritis ( CIA ), which is a valid animal model of human arthritis. ;ginseng;CIA;Negative;o;61;68;209;212
20410593;a;3;In this study, we assessed the anti-arthritic effects of red ginseng saponin extract ( RGSE ), including ginsenosides Rg3, Rk1 and Rg5 as major components, on a murine type II collagen (CII)-induced arthritis (CIA), which is a valid animal model of human arthritis . ;RGSE;arthritis;Negative;o;87;91;199;208
20410593;a;3;In this study, we assessed the anti-arthritic effects of red ginseng saponin extract ( RGSE ), including ginsenosides Rg3, Rk1 and Rg5 as major components, on a murine type II collagen (CII)-induced arthritis (CIA), which is a valid animal model of human arthritis. ;RGSE;arthritis;Negative;o;87;91;199;208
20410593;a;3;In this study, we assessed the anti-arthritic effects of red ginseng saponin extract ( RGSE ), including ginsenosides Rg3, Rk1 and Rg5 as major components, on a murine type II collagen (CII)-induced arthritis ( CIA ), which is a valid animal model of human arthritis. ;RGSE;CIA;Negative;o;87;91;211;214
20410593;a;4;Oral administration of RGSE at 10 mg/kg reduced the clinical arthritis score and paw swelling in the CIA mice, and inhibited joint space narrowing and histological arthritis, illustrating the severity of synovial hyperplasia, inflammatory cell infiltration, pannus formation, and erosion of cartilage. ;RGSE;arthritis;Treatment_of_disease;o;23;27;61;70
20410593;a;4;Oral administration of RGSE at 10 mg/kg reduced the clinical arthritis score and paw swelling in the CIA mice, and inhibited joint space narrowing and histological arthritis, illustrating the severity of synovial hyperplasia , inflammatory cell infiltration, pannus formation, and erosion of cartilage. ;RGSE;synovial hyperplasia;Treatment_of_disease;o;23;27;204;224
20410593;a;4;Oral administration of RGSE at 10 mg/kg reduced the clinical arthritis score and paw swelling in the CIA mice, and inhibited joint space narrowing and histological arthritis, illustrating the severity of synovial hyperplasia, inflammatory cell infiltration, pannus formation, and erosion of cartilage. ;RGSE;CIA;Negative;o;23;27;101;104
20410593;a;4;Oral administration of RGSE at 10 mg/kg reduced the clinical arthritis score and paw swelling in the CIA mice, and inhibited joint space narrowing and histological arthritis , illustrating the severity of synovial hyperplasia, inflammatory cell infiltration, pannus formation, and erosion of cartilage. ;RGSE;arthritis;Treatment_of_disease;o;23;27;61;70
20410593;a;4;Oral administration of RGSE at 10 mg/kg reduced the clinical arthritis score and paw swelling in the CIA mice, and inhibited joint space narrowing and histological arthritis, illustrating the severity of synovial hyperplasia, inflammatory cell infiltration , pannus formation, and erosion of cartilage. ;RGSE;inflammatory cell infiltration;Treatment_of_disease;o;23;27;226;256
20410593;a;4;Oral administration of RGSE at 10 mg/kg reduced the clinical arthritis score and paw swelling in the CIA mice, and inhibited joint space narrowing and histological arthritis, illustrating the severity of synovial hyperplasia, inflammatory cell infiltration, pannus formation, and erosion of cartilage . ;RGSE;erosion of cartilage;Treatment_of_disease;o;23;27;280;300
20410593;a;5; RGSE inhibited the expression of matrix metalloproteinase-3 and nitrotyrosine formation, and recovered the expression of superoxide dismutase in the joints of the CIA mice. ;RGSE;CIA;Treatment_of_disease;o;1;5;164;167
20410593;a;6;Orally administered RGSE also reduced the levels of serum tumor necrosis factor-alpha and interleukin-1beta in the CIA mice. ;RGSE;CIA;Treatment_of_disease;o;20;24;115;118
20410593;a;7;CII- or lipopolysaccharide-stimulated cytokine production, in addition to CII-specific proliferation, was reduced in the spleen cells of the RGSE -treated CIA mice, as compared with those from vehicle-treated CIA mice. ;RGSE;CIA;Negative;o;141;145;155;158
20410593;a;8;Furthermore, RGSE administration protected against CIA -induced oxidative tissue damage by restoring the increased malondialdehyde levels and the decreased glutathione levels and catalase activities almost to control levels. ;RGSE;CIA;Treatment_of_disease;o;13;17;51;54
20410593;a;9;Therefore, RGSE may be a beneficial supplement which can improve human arthritis . ;RGSE;arthritis;Treatment_of_disease;o;11;15;71;80
20622705;a;0;OBJECTIVES: To assess the evidence for tobacco smoking as a risk factor for the causation of chronic pancreatitis . ;tobacco;pancreatitis;Negative;o;39;46;101;113
20622705;a;7;CONCLUSIONS: Tobacco smoking may enhance the risk of developing chronic pancreatitis . ;Tobacco;pancreatitis;Cause_of_disease;o;13;20;72;84
20640522;t;0; Eriobotrya japonica seed extract and deep sea water protect against indomethacin-induced gastric mucosal injur y in rats. ;Eriobotrya japonica;gastric mucosal injur;Treatment_of_disease;o;1;20;90;111
20640522;a;0;We have previously reported that Eriobotrya japonica seed extract (ESE) is effective for the treatment of various gastric mucosal injuries . ;Eriobotrya japonica;gastric mucosal injuries;Treatment_of_disease;o;33;52;114;138
20640522;a;0;We have previously reported that Eriobotrya japonica seed extract ( ESE ) is effective for the treatment of various gastric mucosal injuries . ;ESE;gastric mucosal injuries;Treatment_of_disease;o;68;71;116;140
20640522;a;2;In this study, we prepared DSW containing ESE (ESE + DSW) and evaluated its usefulness for the prevention of gastric mucosal injuries using non-steroidal anti-inflammatory drug-induced acute gastric mucosal injury models in male Wistar/ST rats. ;ESE;gastric mucosal injuries;Negative;o;42;45;109;133
20640522;a;2;In this study, we prepared DSW containing ESE (ESE + DSW) and evaluated its usefulness for the prevention of gastric mucosal injuries using non-steroidal anti-inflammatory drug-induced acute gastric mucosal injury models in male Wistar/ST rats. ;ESE;gastric mucosal injury;Negative;o;42;45;191;213
20699592;t;0; Agarwood induced laxative effects via acetylcholine receptors on loperamide-induced constipation in mice. ;Agarwood;constipation;Treatment_of_disease;o;1;9;85;97
20699592;a;2;EEA-1, EEA-2, the main constituents of EEAs (mangiferin, and genkwanin-5-O-primeveroside), and senna increased the frequency and weight of stools in loperamide-induced constipation model mice. ;senna;constipation;Treatment_of_disease;x;95;100;168;180
20699592;a;3;EEA-1 and EEA-2 did not induce diarrhea as a side effect, but senna induced severe diarrhea. ;senna;diarrhea;Negative;o;62;67;31;39
20699592;a;3;EEA-1 and EEA-2 did not induce diarrhea as a side effect, but senna induced severe diarrhea . ;senna;diarrhea;Cause_of_disease;o;62;67;31;39
20836552;t;0; Cardiac contractile dysfunction and apoptosis in streptozotocin-induced diabetic rats are ameliorated by garlic oil supplementation. ;garlic;Cardiac contractile dysfunction;Treatment_of_disease;o;106;112;1;32
20836552;t;0;Cardiac contractile dysfunction and apoptosis in streptozotocin-induced diabetic rats are ameliorated by garlic oil supplementation. ;garlic;diabetic;Treatment_of_disease;o;105;111;72;80
20836552;a;1;However, the mechanism by which garlic oil protects diabetes -induced cardiomyopathy is unclear. ;garlic;diabetes;Negative;o;32;38;52;60
20836552;a;1;However, the mechanism by which garlic oil protects diabetes-induced cardiomyopathy is unclear. ;garlic;cardiomyopathy;Negative;o;32;38;69;83
20836552;a;2;In this study, streptozotocin (STZ)-induced diabetic rats received garlic oil (0, 10, 50, or 100 mg/kg of body weight) by gastric gavage every 2 days for 16 days. ;garlic;diabetic;Negative;o;67;73;44;52
20836552;a;6;However, these diabetes -related cardiac dysfunctions were almost dose-dependently ameliorated by garlic oil administration. ;garlic;diabetes;Treatment_of_disease;o;98;104;15;23
20836552;a;6;However, these diabetes-related cardiac dysfunctions were almost dose-dependently ameliorated by garlic oil administration. ;garlic;cardiac dysfunctions;Treatment_of_disease;o;97;103;32;52
20836552;a;7;In conclusion, garlic oil possesses significant potential for protecting hearts from diabetes -induced cardiomyopathy. ;garlic;diabetes;Treatment_of_disease;o;15;21;85;93
20836552;a;7;In conclusion, garlic oil possesses significant potential for protecting hearts from diabetes-induced cardiomyopathy . ;garlic;cardiomyopathy;Treatment_of_disease;o;15;21;102;116
21056445;a;0; Argemone mexicana (AM), a validated herbal medicine for uncomplicated malaria , seems to prevent severe malaria without completely clearing parasites in most patients. ;Argemone mexicana;malaria;Treatment_of_disease;o;1;18;71;78
21056445;a;0; Argemone mexicana (AM), a validated herbal medicine for uncomplicated malaria, seems to prevent severe malaria without completely clearing parasites in most patients. ;Argemone mexicana;malaria;Treatment_of_disease;o;1;18;71;78
21056445;a;0;Argemone mexicana ( AM ), a validated herbal medicine for uncomplicated malaria , seems to prevent severe malaria without completely clearing parasites in most patients. ;AM;malaria;Treatment_of_disease;o;20;22;72;79
21056445;a;0;Argemone mexicana ( AM ), a validated herbal medicine for uncomplicated malaria, seems to prevent severe malaria without completely clearing parasites in most patients. ;AM;malaria;Treatment_of_disease;o;20;22;72;79
